"Date","Price","Open","High","Low","Change %"
"Dec 08, 2020","117.640","118.145","118.145","117.640","-0.50%"
"Dec 07, 2020","118.230","118.090","118.345","117.930","0.13%"
"Dec 04, 2020","118.080","118.105","118.105","117.930","-0.14%"
"Dec 03, 2020","118.240","118.105","118.310","117.895","0.14%"
"Dec 02, 2020","118.080","117.530","118.135","117.490","0.16%"
"Dec 01, 2020","117.890","118.330","118.330","117.510","-0.50%"
"Nov 27, 2020","118.480","118.070","118.520","118.020","0.22%"
"Nov 26, 2020","118.220","118.130","118.250","118.010","-0.03%"
"Nov 25, 2020","118.260","118.380","118.410","118.195","-0.13%"
"Nov 24, 2020","118.410","118.585","118.585","118.200","-0.13%"
"Nov 23, 2020","118.560","118.615","118.760","118.480","-0.08%"
"Nov 20, 2020","118.660","118.615","118.730","118.550","-0.13%"
"Nov 19, 2020","118.820","118.870","118.930","118.745","0.09%"
"Nov 18, 2020","118.710","119.190","119.240","118.550","-0.36%"
"Nov 17, 2020","119.140","119.130","119.415","119.000","-0.18%"
"Nov 13, 2020","119.360","119.400","119.530","119.150","-0.07%"
"Nov 12, 2020","119.440","119.110","119.600","119.015","0.36%"
"Nov 11, 2020","119.010","118.775","119.045","118.705","0.27%"
"Nov 10, 2020","118.690","118.490","118.885","118.430","0.03%"
"Nov 09, 2020","118.660","118.345","118.680","118.135","-0.05%"
"Nov 06, 2020","118.720","118.390","118.760","118.210","-0.25%"
"Nov 05, 2020","119.020","118.955","119.055","118.810","-0.47%"
"Nov 04, 2020","119.580","119.655","119.800","119.335","0.45%"
"Nov 03, 2020","119.050","118.940","119.055","118.805","-0.03%"
"Nov 02, 2020","119.080","119.065","119.115","118.850","0.44%"
"Oct 29, 2020","118.560","118.450","118.655","118.310","0.30%"
"Oct 28, 2020","118.200","117.920","118.290","117.845","0.23%"
"Oct 27, 2020","117.930","118.310","118.310","117.930","-0.19%"
"Oct 26, 2020","118.160","118.055","118.210","117.910","0.31%"
"Oct 23, 2020","117.790","117.830","117.865","117.560","0.12%"
"Oct 22, 2020","117.650","118.025","118.050","117.655","-0.07%"
"Oct 21, 2020","117.730","117.440","117.800","117.385","0.16%"
"Oct 20, 2020","117.540","117.400","117.640","117.290","0.13%"
"Oct 19, 2020","117.390","117.415","117.490","117.370","0.03%"
"Oct 16, 2020","117.350","117.485","117.495","117.240","-0.05%"
"Oct 15, 2020","117.410","117.320","117.440","117.145","0.11%"
"Oct 14, 2020","117.280","117.425","117.545","117.255","-0.08%"
"Oct 13, 2020","117.370","117.450","117.470","117.320","0.12%"
"Oct 12, 2020","117.230","116.975","117.295","116.905","0.19%"
"Oct 09, 2020","117.010","117.095","117.210","116.850","-0.15%"
"Oct 08, 2020","117.180","117.305","117.360","117.160","-0.14%"
"Oct 07, 2020","117.340","117.630","117.705","117.270","-0.15%"
"Oct 06, 2020","117.520","117.080","117.625","117.040","0.22%"
"Oct 05, 2020","117.260","117.070","117.455","116.945","0.20%"
"Oct 01, 2020","117.030","117.750","117.775","116.905","-0.84%"
"Sep 30, 2020","118.020","118.110","118.185","117.915","-0.12%"
"Sep 29, 2020","118.160","118.055","118.265","118.015","0.10%"
"Sep 28, 2020","118.040","117.830","118.170","117.655","0.22%"
"Sep 25, 2020","117.780","118.000","118.040","117.720","-0.38%"
"Sep 24, 2020","118.230","118.120","118.345","118.025","0.44%"
"Sep 23, 2020","117.710","117.735","117.815","117.610","-0.02%"
"Sep 22, 2020","117.730","117.600","117.830","117.415","0.28%"
"Sep 21, 2020","117.400","117.510","117.510","117.215","-0.09%"
"Sep 18, 2020","117.510","117.560","117.670","117.065","-0.28%"
"Sep 17, 2020","117.840","117.990","118.050","117.830","0.17%"
"Sep 16, 2020","117.640","117.920","118.040","117.545","-0.16%"
"Sep 15, 2020","117.830","117.415","117.975","117.320","0.23%"
"Sep 14, 2020","117.560","117.430","117.770","117.225","-0.08%"
"Sep 11, 2020","117.660","117.590","117.770","117.450","0.11%"
"Sep 10, 2020","117.530","117.495","117.590","117.075","-0.10%"
"Sep 09, 2020","117.650","117.895","117.985","117.550","-0.08%"
"Sep 08, 2020","117.750","117.830","117.830","117.430","0.35%"
"Sep 07, 2020","117.340","117.065","117.495","116.855","0.27%"
"Sep 04, 2020","117.020","117.400","117.560","116.830","-0.45%"
"Sep 03, 2020","117.550","117.170","117.585","117.160","0.61%"
"Sep 02, 2020","116.840","116.890","117.010","116.630","0.22%"
"Sep 01, 2020","116.580","117.160","117.160","116.410","-1.02%"
"Aug 31, 2020","117.780","117.190","117.895","117.190","0.31%"
"Aug 28, 2020","117.420","118.185","118.190","117.270","-0.58%"
"Aug 27, 2020","118.100","118.880","118.990","118.090","-0.65%"
"Aug 26, 2020","118.870","118.905","119.130","118.790","-0.03%"
"Aug 25, 2020","118.910","118.690","119.225","118.690","0.01%"
"Aug 24, 2020","118.900","119.865","119.865","118.890","-0.70%"
"Aug 21, 2020","119.740","119.950","119.950","119.735","-0.25%"
"Aug 20, 2020","120.040","119.970","120.080","119.910","0.28%"
"Aug 19, 2020","119.710","119.530","119.895","119.495","0.08%"
"Aug 18, 2020","119.610","119.650","119.810","119.575","-0.18%"
"Aug 17, 2020","119.820","119.810","119.855","119.655","-0.02%"
"Aug 14, 2020","119.840","119.770","119.880","119.590","0.08%"
"Aug 13, 2020","119.740","119.720","119.890","119.655","0.01%"
"Aug 12, 2020","119.730","119.645","119.890","119.640","0.08%"
"Aug 11, 2020","119.630","119.735","119.780","119.640","-0.17%"
"Aug 10, 2020","119.830","119.930","119.935","119.775","-0.04%"
"Aug 07, 2020","119.880","120.090","120.090","119.870","-0.01%"
"Aug 06, 2020","119.895","119.720","119.945","119.655","-0.01%"
"Aug 05, 2020","119.910","119.890","119.920","119.720","-0.15%"
"Aug 04, 2020","120.090","120.265","120.280","119.980","0.05%"
"Aug 03, 2020","120.030","119.840","120.050","119.820","0.27%"
"Jul 31, 2020","119.705","119.600","119.840","119.495","-0.04%"
"Jul 30, 2020","119.750","119.750","119.800","119.690","0.05%"
"Jul 29, 2020","119.685","119.735","119.830","119.575","-0.04%"
"Jul 28, 2020","119.735","119.785","119.850","119.540","-0.00%"
"Jul 27, 2020","119.740","119.535","119.830","119.490","0.00%"
"Jul 24, 2020","119.735","119.910","119.960","119.705","0.09%"
"Jul 23, 2020","119.625","119.430","119.800","119.370","0.01%"
"Jul 22, 2020","119.615","119.345","119.780","119.330","0.00%"
"Jul 21, 2020","119.610","119.680","119.790","119.575","-0.23%"
"Jul 20, 2020","119.880","119.905","120.050","119.840","-0.12%"
"Jul 17, 2020","120.030","120.370","120.390","119.970","-0.23%"
"Jul 16, 2020","120.310","120.375","120.465","120.250","0.06%"
"Jul 15, 2020","120.240","120.550","120.570","120.215","-0.36%"
"Jul 14, 2020","120.670","120.560","120.800","120.455","0.30%"
"Jul 13, 2020","120.310","120.250","120.345","120.135","-0.02%"
"Jul 10, 2020","120.330","120.265","120.520","120.230","0.28%"
"Jul 09, 2020","120.000","119.910","120.105","119.865","-0.02%"
"Jul 08, 2020","120.030","119.785","120.095","119.785","0.10%"
"Jul 07, 2020","119.905","119.530","119.955","119.495","0.36%"
"Jul 06, 2020","119.480","119.240","119.720","119.240","0.05%"
"Jul 03, 2020","119.415","119.350","120.050","119.350","-0.51%"
"Jul 02, 2020","120.025","120.800","120.850","119.990","-0.76%"
"Jul 01, 2020","120.950","120.825","120.970","120.775","0.12%"
"Jun 30, 2020","120.810","120.770","120.920","120.730","-0.11%"
"Jun 29, 2020","120.940","121.015","121.045","120.850","-0.08%"
"Jun 26, 2020","121.040","120.840","121.055","120.690","-0.02%"
"Jun 25, 2020","121.065","121.210","121.250","120.920","-0.07%"
"Jun 24, 2020","121.150","120.975","121.230","120.950","0.09%"
"Jun 23, 2020","121.040","121.375","121.415","121.025","-0.49%"
"Jun 22, 2020","121.640","121.880","121.885","121.570","-0.22%"
"Jun 19, 2020","121.905","122.055","122.070","121.885","0.06%"
"Jun 18, 2020","121.830","121.850","121.895","121.735","-0.02%"
"Jun 17, 2020","121.850","121.930","122.010","121.790","-0.08%"
"Jun 16, 2020","121.945","121.400","122.055","121.245","0.25%"
"Jun 15, 2020","121.640","121.530","121.850","121.480","0.24%"
"Jun 12, 2020","121.350","121.760","121.770","121.335","0.08%"
"Jun 11, 2020","121.255","121.290","121.405","121.170","0.26%"
"Jun 10, 2020","120.945","120.810","120.970","120.680","-0.03%"
"Jun 09, 2020","120.985","120.830","121.000","120.695","0.10%"
"Jun 08, 2020","120.870","120.950","121.030","120.840","-0.06%"
"Jun 05, 2020","120.940","120.630","120.940","120.615","0.01%"
"Jun 04, 2020","120.930","120.985","121.005","120.625","0.15%"
"Jun 03, 2020","120.745","120.040","120.835","120.040","0.13%"
"Jun 02, 2020","120.590","120.905","120.985","120.570","-0.23%"
"Jun 01, 2020","120.870","120.560","120.975","120.480","-0.10%"
"May 29, 2020","120.990","121.145","121.160","120.800","-0.17%"
"May 28, 2020","121.200","121.450","121.450","121.110","0.04%"
"May 27, 2020","121.150","121.080","121.185","120.910","0.07%"
"May 26, 2020","121.065","121.095","121.195","120.985","-0.38%"
"May 22, 2020","121.530","121.160","121.545","121.145","0.46%"
"May 21, 2020","120.975","121.110","121.315","120.975","-0.25%"
"May 20, 2020","121.275","121.100","121.375","120.905","0.21%"
"May 19, 2020","121.025","121.255","121.265","121.015","-0.36%"
"May 18, 2020","121.460","121.350","121.545","121.350","0.46%"
"May 15, 2020","120.905","120.760","120.935","120.730","0.00%"
"May 14, 2020","120.905","120.935","120.970","120.585","0.12%"
"May 13, 2020","120.760","120.470","120.790","120.465","-0.04%"
"May 12, 2020","120.810","121.425","121.530","120.790","-0.31%"
"May 11, 2020","121.185","120.970","121.230","120.890","0.26%"
"May 08, 2020","120.870","120.680","120.935","120.425","-0.28%"
"May 06, 2020","121.215","121.175","121.290","121.065","0.17%"
"May 05, 2020","121.010","121.000","121.170","120.810","-0.11%"
"May 04, 2020","121.145","121.190","121.305","121.080","0.80%"
"Apr 30, 2020","120.185","120.105","120.335","119.895","-0.76%"
"Apr 29, 2020","121.110","121.560","121.590","120.970","-0.66%"
"Apr 28, 2020","121.910","122.105","122.315","121.815","-0.07%"
"Apr 27, 2020","121.990","121.880","122.150","121.690","-0.28%"
"Apr 24, 2020","122.330","122.070","122.350","121.880","0.50%"
"Apr 23, 2020","121.720","122.145","122.170","121.590","-0.78%"
"Apr 22, 2020","122.680","123.000","123.055","122.610","-0.22%"
"Apr 21, 2020","122.945","122.790","122.945","122.600","0.39%"
"Apr 20, 2020","122.465","122.330","122.690","122.250","0.19%"
"Apr 17, 2020","122.230","122.495","122.610","122.170","-0.61%"
"Apr 16, 2020","122.985","122.840","123.000","122.705","0.55%"
"Apr 15, 2020","122.310","121.545","122.350","121.545","0.22%"
"Apr 13, 2020","122.040","122.070","122.310","122.010","-0.02%"
"Apr 09, 2020","122.065","121.775","122.470","121.770","-0.11%"
"Apr 08, 2020","122.200","121.305","122.200","121.290","0.98%"
"Apr 07, 2020","121.010","121.450","121.480","120.930","-0.76%"
"Apr 03, 2020","121.935","121.545","121.935","121.290","0.72%"
"Mar 31, 2020","121.065","120.845","121.090","120.480","0.07%"
"Mar 30, 2020","120.985","120.290","121.005","120.175","1.01%"
"Mar 27, 2020","119.770","119.440","120.640","119.000","-0.40%"
"Mar 26, 2020","120.250","121.390","121.530","120.150","-0.96%"
"Mar 24, 2020","121.415","121.745","121.985","121.415","-0.56%"
"Mar 23, 2020","122.095","121.105","122.095","121.105","1.49%"
"Mar 20, 2020","120.305","119.670","120.390","119.545","0.13%"
"Mar 19, 2020","120.145","119.985","120.490","119.650","1.11%"
"Mar 18, 2020","118.830","118.350","119.030","118.280","-0.00%"
"Mar 17, 2020","118.835","118.575","118.915","118.185","0.04%"
"Mar 16, 2020","118.785","118.515","118.975","118.515","0.53%"
"Mar 13, 2020","118.160","119.040","119.180","118.090","-0.55%"
"Mar 12, 2020","118.815","118.825","118.935","118.545","0.82%"
"Mar 11, 2020","117.845","118.085","118.425","117.685","-0.64%"
"Mar 10, 2020","118.600","118.600","118.600","118.600","0.00%"
"Mar 09, 2020","118.600","118.290","118.680","118.190","0.53%"
"Mar 06, 2020","117.975","118.365","118.525","117.655","0.52%"
"Mar 05, 2020","117.360","117.400","117.720","116.890","0.20%"
"Mar 04, 2020","117.130","117.000","117.810","116.660","-0.07%"
"Mar 03, 2020","117.215","115.965","117.355","115.905","0.72%"
"Mar 02, 2020","116.375","115.505","116.445","115.275","0.71%"
"Feb 28, 2020","115.560","114.830","115.640","114.830","0.85%"
"Feb 27, 2020","114.585","114.625","114.705","114.485","-0.05%"
"Feb 26, 2020","114.640","114.880","114.880","114.560","-0.21%"
"Feb 25, 2020","114.885","114.995","115.045","114.865","-0.18%"
"Feb 24, 2020","115.095","115.055","115.205","114.825","0.44%"
"Feb 21, 2020","114.595","114.595","114.595","114.595","0.00%"
"Feb 20, 2020","114.595","114.775","114.895","114.475","0.11%"
"Feb 19, 2020","114.470","114.470","114.470","114.470","0.00%"
"Feb 18, 2020","114.470","114.260","114.510","114.200","0.33%"
"Feb 17, 2020","114.095","114.275","114.375","113.995","-0.11%"
"Feb 14, 2020","114.225","114.035","114.265","114.035","0.10%"
"Feb 13, 2020","114.110","114.200","114.400","114.090","-0.06%"
"Feb 12, 2020","114.175","113.925","114.215","113.925","0.12%"
"Feb 11, 2020","114.040","114.000","114.140","113.920","-0.05%"
"Feb 10, 2020","114.095","114.215","114.305","114.045","-0.14%"
"Feb 07, 2020","114.250","114.020","114.400","113.940","0.28%"
"Feb 06, 2020","113.935","113.955","114.085","113.785","0.02%"
"Feb 05, 2020","113.915","113.985","114.075","113.875","-0.09%"
"Feb 04, 2020","114.015","113.985","114.085","113.755","-0.10%"
"Feb 03, 2020","114.130","114.650","114.650","114.110","-0.02%"
"Jan 31, 2020","114.150","114.310","114.430","114.070","-0.20%"
"Jan 30, 2020","114.380","114.270","114.580","114.220","0.32%"
"Jan 29, 2020","114.010","113.980","114.070","113.880","-0.11%"
"Jan 28, 2020","114.130","114.190","114.260","114.030","-0.15%"
"Jan 27, 2020","114.305","114.425","114.425","114.215","0.15%"
"Jan 24, 2020","114.130","114.140","114.150","113.960","0.09%"
"Jan 23, 2020","114.030","113.950","114.150","113.870","0.10%"
"Jan 22, 2020","113.920","113.820","113.990","113.820","-0.01%"
"Jan 21, 2020","113.930","113.900","113.990","113.820","0.14%"
"Jan 20, 2020","113.770","113.760","113.850","113.660","0.03%"
"Jan 17, 2020","113.735","113.585","113.755","113.505","0.23%"
"Jan 16, 2020","113.470","113.280","113.580","113.210","0.15%"
"Jan 15, 2020","113.305","113.585","113.615","113.285","-0.10%"
"Jan 14, 2020","113.415","113.185","113.535","113.175","0.03%"
"Jan 13, 2020","113.385","113.285","113.485","113.205","-0.11%"
"Jan 10, 2020","113.510","113.950","114.010","113.380","-0.38%"
"Jan 09, 2020","113.945","114.295","114.435","113.895","-0.67%"
"Jan 08, 2020","114.710","115.250","115.320","114.710","-0.20%"
"Jan 07, 2020","114.935","114.825","114.995","114.695","-0.14%"
"Jan 06, 2020","115.095","115.225","115.385","115.085","0.19%"
"Jan 03, 2020","114.880","114.390","114.910","114.390","0.60%"
"Jan 02, 2020","114.200","114.010","114.210","113.990","0.21%"
"Jan 01, 2020","113.965","114.185","114.205","113.955","-0.22%"
"Dec 31, 2019","114.215","114.025","114.215","113.985","0.09%"
"Dec 30, 2019","114.110","114.190","114.230","114.070","-0.06%"
"Dec 27, 2019","114.175","114.105","114.235","113.905","0.06%"
"Dec 26, 2019","114.105","114.035","114.155","113.955","0.07%"
"Dec 25, 2019","114.030","114.030","114.030","114.030","0.00%"
"Dec 24, 2019","114.030","113.960","114.070","113.840","0.12%"
"Dec 23, 2019","113.890","113.830","113.990","113.790","0.08%"
"Dec 20, 2019","113.800","113.850","113.960","113.670","0.13%"
"Dec 19, 2019","113.655","113.585","113.885","113.395","0.08%"
"Dec 18, 2019","113.560","113.660","113.790","113.550","0.00%"
"Dec 17, 2019","113.560","113.530","113.640","113.390","-0.03%"
"Dec 16, 2019","113.590","113.210","113.670","113.210","0.25%"
"Dec 13, 2019","113.305","112.825","113.415","112.825","-0.03%"
"Dec 12, 2019","113.335","113.105","113.385","112.885","-0.01%"
"Dec 11, 2019","113.345","113.425","113.495","113.195","-0.11%"
"Dec 10, 2019","113.475","113.545","113.655","113.365","-0.17%"
"Dec 09, 2019","113.665","114.065","114.065","113.635","-0.22%"
"Dec 06, 2019","113.910","114.030","114.290","113.910","-0.13%"
"Dec 05, 2019","114.055","114.375","114.645","114.045","-0.35%"
"Dec 04, 2019","114.450","114.890","114.890","114.440","-0.20%"
"Dec 03, 2019","114.675","114.725","114.855","114.445","0.02%"
"Dec 02, 2019","114.650","114.860","114.910","114.600","-0.12%"
"Nov 29, 2019","114.790","114.590","115.000","114.570","0.18%"
"Nov 28, 2019","114.580","114.120","114.670","114.120","0.36%"
"Nov 27, 2019","114.170","114.310","114.380","114.080","-0.18%"
"Nov 26, 2019","114.380","114.700","114.700","114.370","-0.34%"
"Nov 25, 2019","114.770","114.750","114.780","114.580","0.02%"
"Nov 22, 2019","114.745","114.805","114.985","114.705","-0.07%"
"Nov 21, 2019","114.825","114.915","115.005","114.755","-0.07%"
"Nov 20, 2019","114.905","114.935","115.045","114.645","0.15%"
"Nov 19, 2019","114.735","115.065","115.205","114.675","-0.19%"
"Nov 18, 2019","114.955","114.695","114.985","114.545","0.09%"
"Nov 15, 2019","114.855","114.885","114.985","114.675","-0.26%"
"Nov 14, 2019","115.160","115.320","115.590","114.980","-0.16%"
"Nov 13, 2019","115.350","114.810","115.350","114.650","0.89%"
"Nov 12, 2019","114.335","114.335","114.335","114.335","0.00%"
"Nov 11, 2019","114.335","114.185","114.455","114.095","0.23%"
"Nov 08, 2019","114.070","114.090","114.130","113.860","0.46%"
"Nov 07, 2019","113.550","113.690","113.790","113.430","-0.02%"
"Nov 06, 2019","113.575","113.265","113.625","113.225","0.41%"
"Nov 05, 2019","113.110","113.370","113.370","113.050","-0.11%"
"Nov 04, 2019","113.240","112.890","113.290","112.890","-0.06%"
"Nov 01, 2019","113.305","113.575","113.585","113.285","-0.15%"
"Oct 31, 2019","113.480","113.240","113.680","113.170","0.06%"
"Oct 30, 2019","113.415","113.445","113.635","113.385","0.06%"
"Oct 29, 2019","113.350","113.190","113.470","113.100","-0.06%"
"Oct 28, 2019","113.415","113.415","113.415","113.415","0.00%"
"Oct 25, 2019","113.415","113.665","113.705","113.395","-0.18%"
"Oct 24, 2019","113.625","113.285","113.725","113.225","0.14%"
"Oct 23, 2019","113.465","113.605","113.645","113.425","-0.03%"
"Oct 22, 2019","113.495","113.445","113.615","113.345","-0.29%"
"Oct 21, 2019","113.830","113.830","113.830","113.830","0.00%"
"Oct 18, 2019","113.830","113.910","114.090","113.700","-0.03%"
"Oct 17, 2019","113.865","114.215","114.345","113.825","-0.38%"
"Oct 16, 2019","114.305","114.545","114.735","114.185","-0.14%"
"Oct 15, 2019","114.470","113.990","114.510","113.950","0.43%"
"Oct 14, 2019","113.975","113.415","113.975","113.205","0.29%"
"Oct 11, 2019","113.640","113.340","113.740","113.270","-0.07%"
"Oct 10, 2019","113.720","113.530","113.840","113.530","0.00%"
"Oct 09, 2019","113.720","113.900","113.950","113.520","0.07%"
"Oct 08, 2019","113.640","113.640","113.640","113.640","0.00%"
"Oct 07, 2019","113.640","113.550","113.760","113.500","0.20%"
"Oct 04, 2019","113.415","113.385","113.645","113.255","0.00%"
"Oct 03, 2019","113.415","113.955","114.145","113.375","-0.28%"
"Oct 02, 2019","113.735","113.735","113.735","113.735","0.00%"
"Oct 01, 2019","113.735","113.175","113.865","113.175","0.30%"
"Sep 30, 2019","113.400","112.680","113.420","112.570","0.44%"
"Sep 27, 2019","112.900","113.540","113.540","112.850","-0.45%"
"Sep 26, 2019","113.415","113.635","113.635","113.365","-0.21%"
"Sep 25, 2019","113.655","113.715","113.825","113.575","0.04%"
"Sep 24, 2019","113.615","113.265","113.685","113.155","0.11%"
"Sep 23, 2019","113.495","113.665","113.665","113.385","-0.01%"
"Sep 20, 2019","113.510","113.930","113.930","113.080","-0.53%"
"Sep 19, 2019","114.115","114.165","114.195","113.705","0.12%"
"Sep 18, 2019","113.975","114.405","114.405","113.875","-0.77%"
"Sep 17, 2019","114.855","114.915","115.165","114.765","0.26%"
"Sep 16, 2019","114.555","114.675","114.675","114.255","0.96%"
"Sep 13, 2019","113.470","113.550","113.840","113.380","-0.30%"
"Sep 12, 2019","113.815","114.295","114.325","113.745","-0.73%"
"Sep 11, 2019","114.650","114.950","114.970","114.570","-0.07%"
"Sep 10, 2019","114.730","114.730","114.730","114.730","0.00%"
"Sep 09, 2019","114.730","114.730","114.780","114.400","-0.03%"
"Sep 06, 2019","114.760","114.970","115.020","114.550","-0.17%"
"Sep 05, 2019","114.950","114.990","115.180","114.870","-0.38%"
"Sep 04, 2019","115.390","115.510","115.670","115.130","-0.40%"
"Sep 03, 2019","115.850","115.140","115.850","115.140","1.40%"
"Sep 02, 2019","114.250","114.250","114.250","114.250","0.00%"
"Aug 30, 2019","114.250","114.860","114.890","114.210","-0.56%"
"Aug 29, 2019","114.890","115.050","115.340","114.720","0.04%"
"Aug 28, 2019","114.840","114.440","115.000","114.340","0.41%"
"Aug 27, 2019","114.375","114.725","114.985","114.325","-0.75%"
"Aug 26, 2019","115.240","115.240","115.610","114.990","0.50%"
"Aug 23, 2019","114.665","115.075","115.265","114.525","-0.21%"
"Aug 22, 2019","114.905","114.505","115.155","114.505","0.35%"
"Aug 21, 2019","114.505","114.325","114.565","114.175","-0.20%"
"Aug 20, 2019","114.730","114.430","114.880","114.430","0.38%"
"Aug 19, 2019","114.295","113.875","114.365","113.685","0.39%"
"Aug 16, 2019","113.850","114.190","114.360","113.670","-0.17%"
"Aug 15, 2019","114.040","114.040","114.040","114.040","0.00%"
"Aug 14, 2019","114.040","113.610","114.160","113.370","-0.18%"
"Aug 13, 2019","114.250","113.860","114.250","113.650","0.85%"
"Aug 12, 2019","113.290","113.290","113.290","113.290","0.00%"
"Aug 09, 2019","113.290","112.890","113.310","112.710","0.16%"
"Aug 08, 2019","113.110","113.290","113.530","112.890","-0.28%"
"Aug 07, 2019","113.425","113.545","113.575","112.985","0.11%"
"Aug 06, 2019","113.305","113.285","113.415","112.755","0.10%"
"Aug 05, 2019","113.190","112.250","113.190","112.250","1.66%"
"Aug 02, 2019","111.345","110.805","111.455","110.725","0.77%"
"Aug 01, 2019","110.490","110.680","110.710","110.430","0.38%"
"Jul 31, 2019","110.070","110.250","110.310","110.030","-0.10%"
"Jul 30, 2019","110.185","110.005","110.215","109.865","0.19%"
"Jul 29, 2019","109.975","110.305","110.335","109.955","-0.24%"
"Jul 26, 2019","110.245","110.595","110.615","110.215","-0.20%"
"Jul 25, 2019","110.470","110.380","110.510","110.290","0.09%"
"Jul 24, 2019","110.370","110.550","110.550","110.350","0.05%"
"Jul 23, 2019","110.310","110.410","110.470","110.260","0.04%"
"Jul 22, 2019","110.270","110.250","110.500","110.230","0.16%"
"Jul 19, 2019","110.090","110.010","110.320","109.990","-0.22%"
"Jul 18, 2019","110.330","110.030","110.410","109.970","0.20%"
"Jul 17, 2019","110.105","109.945","110.225","109.905","0.15%"
"Jul 16, 2019","109.945","109.705","110.015","109.645","0.26%"
"Jul 15, 2019","109.665","109.665","109.765","109.605","-0.21%"
"Jul 12, 2019","109.895","109.525","109.905","109.525","0.35%"
"Jul 11, 2019","109.510","109.290","109.580","109.270","-0.18%"
"Jul 10, 2019","109.710","109.800","109.880","109.590","0.04%"
"Jul 09, 2019","109.670","109.850","110.150","109.670","-0.17%"
"Jul 08, 2019","109.860","109.720","110.020","109.660","0.35%"
"Jul 05, 2019","109.480","109.690","110.040","109.450","-0.11%"
"Jul 04, 2019","109.600","110.120","110.230","109.580","-0.60%"
"Jul 03, 2019","110.265","110.165","110.325","110.065","-0.02%"
"Jul 02, 2019","110.290","110.370","110.510","110.290","-0.03%"
"Jul 01, 2019","110.320","110.250","110.550","110.130","-0.10%"
"Jun 28, 2019","110.430","110.430","110.590","110.200","-0.07%"
"Jun 27, 2019","110.505","110.825","110.905","110.505","-0.13%"
"Jun 26, 2019","110.650","111.050","111.180","110.580","-0.27%"
"Jun 25, 2019","110.950","110.920","111.050","110.770","-0.02%"
"Jun 24, 2019","110.970","111.370","111.390","110.940","-0.29%"
"Jun 21, 2019","111.290","111.610","111.610","111.240","0.16%"
"Jun 20, 2019","111.110","111.180","111.470","111.090","-0.35%"
"Jun 19, 2019","111.495","111.305","111.655","111.185","-0.03%"
"Jun 18, 2019","111.530","111.740","111.790","111.410","-0.29%"
"Jun 17, 2019","111.850","111.690","111.910","111.610","0.14%"
"Jun 14, 2019","111.690","111.230","111.760","111.230","0.42%"
"Jun 13, 2019","111.225","110.945","111.305","110.905","0.25%"
"Jun 12, 2019","110.950","111.130","111.130","110.860","-0.14%"
"Jun 11, 2019","111.110","111.130","111.210","110.960","-0.31%"
"Jun 10, 2019","111.450","111.130","111.480","111.030","0.26%"
"Jun 07, 2019","111.160","110.710","111.260","110.710","0.30%"
"Jun 06, 2019","110.830","111.050","111.120","110.710","0.01%"
"Jun 05, 2019","110.815","110.815","110.815","110.815","0.00%"
"Jun 04, 2019","110.815","110.645","110.925","110.455","0.00%"
"Jun 03, 2019","110.815","111.205","111.205","110.705","-0.61%"
"May 31, 2019","111.490","111.630","111.870","111.480","-0.28%"
"May 30, 2019","111.800","111.560","111.900","111.540","0.06%"
"May 29, 2019","111.735","111.605","111.985","111.555","0.20%"
"May 28, 2019","111.510","111.450","111.590","111.370","0.28%"
"May 27, 2019","111.200","111.060","111.390","110.960","-0.04%"
"May 24, 2019","111.250","111.610","111.690","111.190","-0.69%"
"May 23, 2019","112.025","111.125","112.105","110.995","0.50%"
"May 22, 2019","111.465","111.475","111.675","111.395","-0.07%"
"May 21, 2019","111.545","111.585","111.695","111.455","-0.04%"
"May 20, 2019","111.585","111.195","111.615","110.965","-0.69%"
"May 17, 2019","112.360","112.430","112.430","112.140","0.28%"
"May 16, 2019","112.050","112.440","112.520","111.990","-0.44%"
"May 15, 2019","112.545","112.545","112.625","112.285","-0.14%"
"May 14, 2019","112.705","112.715","112.825","112.485","-0.13%"
"May 13, 2019","112.855","112.225","112.855","112.145","0.89%"
"May 10, 2019","111.865","112.085","112.085","111.615","-0.04%"
"May 09, 2019","111.910","111.820","112.060","111.720","0.33%"
"May 08, 2019","111.545","111.285","111.575","111.155","0.41%"
"May 07, 2019","111.090","111.000","111.140","110.870","0.03%"
"May 06, 2019","111.055","110.865","111.155","110.865","0.28%"
"May 03, 2019","110.750","111.030","111.070","110.730","-0.21%"
"May 02, 2019","110.985","111.385","111.405","110.945","-0.29%"
"May 01, 2019","111.305","111.305","111.305","111.305","0.00%"
"Apr 30, 2019","111.305","111.735","111.825","111.245","-0.64%"
"Apr 29, 2019","112.025","112.025","112.025","112.025","0.00%"
"Apr 26, 2019","112.025","112.215","112.345","111.945","-0.34%"
"Apr 25, 2019","112.410","112.010","112.440","111.880","0.55%"
"Apr 24, 2019","111.800","111.720","111.960","111.610","0.36%"
"Apr 23, 2019","111.400","111.400","111.740","111.260","-0.07%"
"Apr 22, 2019","111.480","111.660","111.800","111.210","0.46%"
"Apr 19, 2019","110.975","110.975","110.975","110.975","0.00%"
"Apr 18, 2019","110.975","111.145","111.365","110.925","-0.35%"
"Apr 17, 2019","111.370","111.370","111.370","111.370","0.00%"
"Apr 16, 2019","111.370","111.190","111.500","111.160","0.26%"
"Apr 15, 2019","111.080","110.520","111.130","110.460","0.39%"
